project_slug,project_name,market_cap_usd,price_usd,total_invested,funds_count,top_funds
earthfast,EarthFast,,,1400000.0,5,"Nascent ($280,000); Kain Warwick ($280,000); Bodhi Ventures ($280,000); The General Partnership ($280,000); Roneil Rumburg ($280,000)"
lyzi,Lyzi,,0.005558,1420000.0,4,"Tezos Foundation ($355,000); NYX Ventures ($355,000); Jean-Luc Bernard ($355,000); Christopher Grilhault des Fontaines ($355,000)"
anomaly,Anomaly,,,1450000.0,4,"Shima Capital ($362,500); Decasonic ($362,500); Round 13 Digital Asset Fund ($362,500); BreakOrbit ($362,500)"
orangedx,O4DX,,0.00138,1500000.0,5,"GBV Capital ($300,000); x21 Digital ($300,000); NxGen ($300,000); Oddiyana Ventures ($300,000); Alphabit Digital Currency Fund ($300,000)"
takadao,Takadao,,,1500000.0,7,"Draper Associates ($214,286); Istari Ventures ($214,286); Hasan VC ($214,286); Syla Invest ($214,286); Wahed ($214,286)"
brc20-com,COM,,0.01659,1500000.0,9,"Bitcoin Frontier Fund ($166,667); UTXO Management ($166,667); Zanshin Capital Management ($166,667); Unbroken Chain ($166,667); Hamble International ($166,667)"
fetcch,Fetcch,,,1500000.0,6,"HashKey Capital ($250,000); Momentum 6 ($250,000); LD Capital ($250,000); AppWorks ($250,000); Compute Ventures ($250,000)"
kekkai,KEKKAI,,,1499999.9999999995,11,"Sora Ventures ($136,364); Bixin Ventures ($136,364); Mask Network ($136,364); DoraHacks Ventures ($136,364); Stratified Capital ($136,364)"
drosera,Drosera,,,4750000.0,19,"Arrington Capital ($900,735); UDHC ($900,735); Greenfield Capital ($812,500); Paper Ventures ($812,500); Zeal Capital ($88,235)"
playmakers,PlayMakers,,,1500000.0,4,"RockawayX ($375,000); Sebastien Borget ($375,000); Vincent Hart de Keating ($375,000); Hugues Ouvard ($375,000)"
hedgehog-protocol,Hedgehog Protocol,,,1500000.0,8,"Tenzor Capital ($187,500); Marshland Capital ($187,500); Nothing Research ($187,500); Ivangbi ($187,500); 3Commas Capital ($187,500)"
crypto-rogue-games,Crypto Rogue Games,,,1500000.0,6,"CoinFund ($250,000); Avalanche Foundation ($250,000); SNZ Holding ($250,000); Merit Circle ($250,000); Lyrik Ventures ($250,000)"
earlyfans,EarlyFans,,4.02e-05,1500000.0,12,"GBV Capital ($125,000); Zee Prime Capital ($125,000); SNZ Holding ($125,000); Alliance ($125,000); Suji Yan ($125,000)"
neutronpay,Neutronpay,,,1500000.0,1,"Axiom Capital ($1,500,000)"
stream-finance,Stream Finance,,,1500000.0,1,"Polychain Capital ($1,500,000)"
resonance-security,Resonance Security,,,1500000.0,3,"Fabric Ventures ($500,000); Blockchain Founders Fund ($500,000); Arca ($500,000)"
bac-games,BACGAMES,,0.0003201,1500000.0,8,"Gate Ventures ($187,500); Stratified Capital ($187,500); W Labs ($187,500); Ash Crypto ($187,500); Matr1x ($187,500)"
questflow,Questflow,,,8000000.0,13,"Animoca Brands ($650,000); HashKey Capital ($650,000); Delphi Digital (Delphi Labs) ($650,000); Eden Block ($650,000); White Star Capital ($650,000)"
lync,LYNC,,,1499999.9999999995,14,"Niels Jense de Ruiter ($107,143); LongHash Ventures ($107,143); Smape Capital ($107,143); Gabby Dizon ($107,143); Amesten Capital ($107,143)"
goldilocks,Goldilocks,,,1500000.0,7,"Public Works ($214,286); Iberia Capital ($214,286); 0xRodney ($214,286); Shima Capital ($214,286); Hack VC ($214,286)"
origami-finance,Origami Finance,,,1500000.0,10,"DCF GOD ($150,000); Aquanow ($150,000); UpsideDAO ($150,000); Ouroboros Capital ($150,000); Fjord Foundry ($150,000)"
sorted,Sorted,,,1500000.0,1,"Tether ($1,500,000)"
variational,Variational,,,11800000.0,9,"Coinbase Ventures ($1,716,667); Dragonfly Capital ($1,716,667); Peak XV Partners(ex-Sequoia India) ($1,716,667); Hack VC ($1,716,667); North Island Ventures ($1,716,667)"
rekt-brands,Rekt Brands,,,1500000.0,7,"gmoney ($214,286); Cozomo de Medici ($214,286); Seedphrase ($214,286); Luca Netz ($214,286); GiulioX ($214,286)"
shipfinex,Shipfinex,,,1500000.0,3,"Gaurav Mehta ($500,000); Vivek Seth ($500,000); Yasovardhan Chinni ($500,000)"
scrypted,Scrypted,,,1500000.0,2,"Palm Tree Crew ($750,000); a16z crypto CSX ($750,000)"
valhalla-2,Valhalla,,,1499999.9999999998,18,"Kronos Research ($83,333); Robot Ventures ($83,333); Big Brain Holdings ($83,333); Calvin Liu ($83,333); Vadim Koleoshkin ($83,333)"
uswap,Uswap,,,1500000.0,1,"Waterdrip Capital ($1,500,000)"
torch-finance,Torch Finance,,,1500000.0,6,"Michael Egorov ($250,000); Yenwen Feng ($250,000); TVM Ventures ($250,000); Andrea Chang ($250,000); Martinet Lee ($250,000)"
harmonix,Harmonix,,,1500000.0,9,"Kraken ($166,667); HODL ($166,667); Solanium ($166,667); Skyland Ventures ($166,667); Presto Labs ($166,667)"
w3i,W3i,,,1500000.0,1,"Hoskinson Family Office ($1,500,000)"
oro-2,ORO,,,1499999.9999999995,14,"468 Capital ($107,143); Kash Dhanda ($107,143); Dead King Society ($107,143); Fasset ($107,143); Nom ($107,143)"
stablecorp,Stablecorp,,,6900000.0,9,"FTP Ventures ($3,600,000); Side Door Ventures ($1,114,286); Coinbase Ventures ($900,000); Borderless Capital ($214,286); Stellar Foundation ($214,286)"
allscale,AllScale,,,6500000.0,18,"YZi Labs (prev Binance Labs) ($500,000); GenerativeVentures ($500,000); Aptos ($500,000); V3V Ventures ($500,000); Astera Ventures ($500,000)"
gyld-finance,Gyld Finance,,,1500000.0,1,"Lightshift Capital ($1,500,000)"
legend-trade,legend.trade,,,1500000.0,6,"Kosmos Ventures ($250,000); Figment Capital ($250,000); Big Brain Holdings ($250,000); Bodhi Ventures ($250,000); MitonC ($250,000)"
zeni,ZENi,,,1500000.0,6,"Waterdrip Capital ($250,000); Mindfulness Capital ($250,000); DePIN X ($250,000); Attention Ventures ($250,000); Rootz Labs ($250,000)"
mu-digital,Mu Digital,,,1500000.0,5,"CMS Holdings ($300,000); Signum Capital ($300,000); UOB Venture Management ($300,000); Cointelegraph ($300,000); echo ($300,000)"
unlockit,Unlockit,,,1520000.0,4,"Reorganiza ($380,000); Portugal Ventures ($380,000); Eaglestone Group ($380,000); Republica ($380,000)"
accrue,Accrue,,,1580000.0,5,"Maven 11 Capital ($316,000); Lattice Capital ($316,000); Distributed Capital Partners ($316,000); Kraynos Capital ($316,000); LAVA ($316,000)"
nulink-2,NLK,,0.0005413,1600000.0000000002,7,"Coinvestor ($228,571); ViaBTC Capital ($228,571); Poolz ($228,571); MoonStarter ($228,571); DWF Labs ($228,571)"
clave,Clave,,,1600000.0,8,"Anurag Arjun ($200,000); Sandy Peng ($200,000); Aayush Gupta ($200,000); Kristof Gazso ($200,000); Mirana Ventures ($200,000)"
gull-network,GULL,,0.000508,1599999.9999999998,11,"Morningstar Ventures ($145,455); Momentum 6 ($145,455); GBV Capital ($145,455); SkyVision Capital ($145,455); Boxmining ($145,455)"
xoob,XOOB,,,1600000.0,3,"Chromia ($533,333); Mines of Dalarnia ($533,333); My Neighbor Alice ($533,333)"
gashawk,GasHawk,,,1600000.0000000005,23,"AppWorks ($69,565); Andromeda Capital ($69,565); Vinny Lingham ($69,565); Alchemy ($69,565); The Crypto Dog ($69,565)"
fission-labs,Fission Labs,,,1600000.0,3,"The SALT Fund ($533,333); Kraynos Capital ($533,333); Anthony Scaramucci ($533,333)"
stoffel-mpc,Stoffel MPC,,,1599999.9999999998,11,"Eterna Capital ($145,455); Robot Ventures ($145,455); John Adler ($145,455); Evan Van Ness ($145,455); Vishesh Choudhry ($145,455)"
mirage-protocol,Mirage Protocol,,,1600000.0000000002,7,"Ambush Capital ($228,571); Selini Capital ($228,571); echo ($228,571); Native Crypto ($228,571); Norbert Bodziony ($228,571)"
bloom-2,Bloom,,,1600000.0,8,"Outlier Ventures ($200,000); Stani Kulechov ($200,000); Delta Blockchain Fund ($200,000); Plassa Capital ($200,000); Cointelegraph ($200,000)"
januar,Januar,,,1620000.0,4,"Michael Gronager ($405,000); CMT Digital ($405,000); Third Prime ($405,000); Skyfall Ventures ($405,000)"
uncharted,Uncharted,,,1700000.0,20,"James Ferguson ($85,000); Alex Connoly ($85,000); Jon Hook ($85,000); Icunucmi ($85,000); Rich Cabrera ($85,000)"
assisterr,Assisterr,,,4500000.0,16,"Outlier Ventures ($681,429); Web3.com Ventures ($681,429); Moonhill Capital ($681,429); echo ($560,000); Google for Startups ($560,000)"
hermetica,Hermetica,,,1700000.0,3,"CMS Holdings ($566,667); UTXO Management ($566,667); Ethos Fund ($566,667)"
krnl,KRNL,,,1700000.0,8,"TRGC ($212,500); Ryze Labs (Sino Global Capital) ($212,500); Blockchain Founders Fund ($212,500); Superscrypt ($212,500); Builder Capital ($212,500)"
uranium-digital,Uranium Digital,,,7800000.000000004,16,"Framework Ventures ($767,045); Karatage ($767,045); Jason Yanowitz ($767,045); Larry Wu ($554,545); Mirana Ventures ($554,545)"
hamilton,Hamilton,,,1699999.9999999998,19,"CMS Holdings ($89,474); Wale Ayeni ($89,474); Nathan McCauley ($89,474); Spencer Noon ($89,474); Hyperithm ($89,474)"
betterx,Betterx,,,1699999.9999999998,6,"Grand Prix Capital ($283,333); Aument Capital ($283,333); Riaz Mehta ($283,333); Sabrina Tachdjian ($283,333); Aura Group ($283,333)"
sats-terminal,Sats Terminal,,,1700000.0,13,"Coinbase Ventures ($130,769); 3Commas ($130,769); Draper Dragon ($130,769); Tenzor Capital ($130,769); Draper Associates ($130,769)"
farworld,Farworld,,,1750000.0,3,"Variant ($583,333); Lemniscap ($583,333); Base Ecosystem Fund ($583,333)"
ethos-network,Ethos Network,,,1750000.0,8,"Dragos ($218,750); Zeneca ($218,750); Bharat Krymo ($218,750); dingaling ($218,750); James Hall ($218,750)"
trendies,Trendies,,,1750000.0000000002,9,"Antonio Juliano ($194,444); Zhuoxun Yin ($194,444); Archetype ($194,444); Henri Stern ($194,444); Marc Boiron ($194,444)"
brkt,BRKT,,,1750000.0000000002,9,"Foresight Ventures ($194,444); MEXC Global (Privcode Capital) ($194,444); Orange DAO ($194,444); 280 Capital ($194,444); Silvermine Capital ($194,444)"
anichess,Anichess,,,1800000.0,5,"Sfermion ($360,000); Fenbushi Capital ($360,000); SNZ Holding ($360,000); Amber Group ($360,000); Aspen Digital ($360,000)"
lambda-finance,Lambda Finance,,,1800000.0000000005,11,"Michael Egorov ($163,636); Mr. Block ($163,636); Yusuke Obinata ($163,636); DLC.Link ($163,636); AladdinDAO ($163,636)"
gamic,Gamic,,,1800000.0000000002,13,"Momentum 6 ($138,462); Mapleblock Capital ($138,462); LD Capital ($138,462); P2 Ventures ($138,462); Sandeep Nailwal ($138,462)"
surge-2,Surge,,,1800000.0,6,"Double Peak ($300,000); Gerstenbrot Capital ($300,000); Vamient Capital ($300,000); Samara Asset Group ($300,000); Sats Ventures ($300,000)"
herd,Herd,,,1800000.0,10,"Vishesh Choudhry ($180,000); Fredrik Haga ($180,000); Semantic Ventures ($180,000); Will Price ($180,000); Jess Sloss ($180,000)"
firefish,Firefish,,,1800000.0,2,"MitonC ($900,000); Braiins ($900,000)"
embr-fun,Embr.fun,,,1800000.0,4,"Robot Ventures ($450,000); Lattice Capital ($450,000); Daryl Lau ($450,000); Eugene Chen ($450,000)"
cicada-finance,Cicada Finance,,,1800000.0,9,"Waterdrip Capital ($200,000); FBG Capital ($200,000); SNZ Holding ($200,000); Stratified Capital ($200,000); Peer Ventures ($200,000)"
quantamm,QuantAMM,,,1849999.9999999998,6,"369 Capital ($308,333); 8VC ($308,333); HyperNest ($308,333); LongHashX ($308,333); Marshland Capital ($308,333)"
hyve-da,Hyve DA,,,4600000.0,8,"Framework Ventures ($687,500); Volt Capital ($687,500); 32-Bit Ventures ($687,500); Builder Capital ($687,500); P-OPS Team ($462,500)"
watches,Watches,,,1900000.0,11,"Lemniscap ($172,727); Big Brain Holdings ($172,727); Regan Bozman ($172,727); Jack Sun ($172,727); Builder Capital ($172,727)"
buildbear,BuildBear,,,1900000.0,5,"Superscrypt ($380,000); Tribe Capital ($380,000); 1kx ($380,000); Plug and Play ($380,000); Iterative ($380,000)"
cap-3,CAP,,,9900000.0,39,"RockawayX ($333,333); CMCC Global ($333,333); Spencer Noon ($333,333); GSR Markets (GSR) ($333,333); Franklin Templeton ($333,333)"
ranger,Ranger,,,1899999.9999999993,18,"Zee Prime Capital ($105,556); RockawayX ($105,556); Arthur Cheong ($105,556); Big Brain Holdings ($105,556); Flow Traders ($105,556)"
4everland,4EVER,,0.000595,2000000.0,8,"Bing Ventures ($250,000); Web3.com Ventures ($250,000); Waterdrip Capital ($250,000); GTS Ventures ($250,000); Arweave ($250,000)"
cellula,CELA,,3.752e-05,2000000.0,4,"OKX Ventures ($500,000); SevenX Ventures ($500,000); Mask Network ($500,000); Foresight Ventures ($500,000)"
bitball-2,BALL,,5.835e-05,2000000.0,1,"Bitfun Capital ($2,000,000)"
pixelverse-2,PIXFI,,0.00012525,7499999.999999999,15,"Delphi Digital (Delphi Labs) ($611,111); BitScale Capital ($611,111); Ghaf Capital Partners ($611,111); Merit Circle ($611,111); Foresight Ventures ($611,111)"
bracket-labs,Bracket Labs,,,2000000.0,9,"YZi Labs (prev Binance Labs) ($222,222); NGC Ventures ($222,222); K300 Venture ($222,222); Joshua Lim ($222,222); FJ Labs ($222,222)"
umoja-labs,Umoja Labs,,,4000000.000000001,8,"Coinbase Ventures ($1,000,000); 500 Global ($1,000,000); Blockchain Founders Fund ($333,333); Quantstamp ($333,333); Orange DAO ($333,333)"
kodiak-2,Kodiak,,,1999999.999999999,23,"DoraHacks Ventures ($86,957); 3Commas ($86,957); Kenetic Capital ($86,957); Shima Capital ($86,957); Lotus capital ($86,957)"
sphinx,Sphinx,,,2000000.0,3,"Nascent ($666,667); Volt Capital ($666,667); Archetype ($666,667)"
satoshi-protocol,Satoshi Protocol,,,2000000.0,10,"CMS Holdings ($200,000); RockTree Capital ($200,000); Yenwen Feng ($200,000); Side Door Ventures ($200,000); Cypher Capital Group ($200,000)"
spotlight,Spotlight,,,2000000.0,1,"Folius Ventures ($2,000,000)"
ord-io,Ord.io,,,1999999.999999999,18,"Sora Ventures ($111,111); Eden Block ($111,111); LongHash Ventures ($111,111); Balaji Srinivasan ($111,111); PetRock Capital ($111,111)"
runes-dex,Runes DEX,,,2000000.0,7,"Mechanism Capital ($285,714); Kenetic Capital ($285,714); 0xMaki ($285,714); Pascal Gauthier ($285,714); Auros Global ($285,714)"
moso,Moso,,,2000000.0,4,"P2 Ventures ($500,000); dao5 ($500,000); Symbolic Capital ($500,000); CoinList ($500,000)"
metale-protocol,Metale Protocol,,,2000000.0,3,"Aipollo Investment ($666,667); Waterdrip Capital ($666,667); Ultiverse ($666,667)"
crestal,Crestal,,,2000000.0,20,"Kyros Ventures ($100,000); Sandeep Nailwal ($100,000); Loi Luu ($100,000); NxGen ($100,000); MH Ventures ($100,000)"
ambient-network,Ambient Network,,,2000000.0,5,"Paramita Venture ($400,000); Solana Ventures ($400,000); Borderless Capital ($400,000); Primal Capital ($400,000); Sonic Boom Ventures ($400,000)"
focus-tree,Focus Tree,,,2000000.0,7,"Sfermion ($285,714); Foresight Ventures ($285,714); Volt Capital ($285,714); StarkWare Industries ($285,714); Sebastien Borget ($285,714)"
starpower,Starpower,,,4500000.0,10,"Framework Ventures ($833,333); BitScale Capital ($833,333); Solana Ventures ($833,333); Alliance ($285,714); Arweave ($285,714)"
monkeybit,MonkeyBit,,,2000000.0,2,"3KBTC ($1,000,000); Hongyi Labs ($1,000,000)"
thirdfi,ThirdFi,,,2000000.0,4,"Outlier Ventures ($500,000); Techstars ($500,000); ChainLink ($500,000); Alphabit Digital Currency Fund ($500,000)"
kuru,Kuru,,,13599999.999999998,20,"Electric Capital ($1,188,889); Credibly Neutral ($966,667); Alex Watts ($966,667); Joe Takayama ($966,667); 3nes ($966,667)"
layerpixel,LayerPixel,,,2000000.0,7,"TON Market Maker ($285,714); Kenetic Capital ($285,714); Waterdrip Capital ($285,714); Foresight Ventures ($285,714); VentureSouq ($285,714)"
we-rich,We.Rich,,,2000000.0,4,"Animoca Brands ($500,000); Folius Ventures ($500,000); Leland Ventures ($500,000); Radiance Ventures ($500,000)"
elmnts,elmnts,,,1999999.9999999995,15,"Foundation Capital ($133,333); Autonomy Capital ($133,333); Raj Gokal ($133,333); Asymmetric ($133,333); Joe McCann ($133,333)"
basedvc,BasedVC,,,2000000.0,3,"Crypto Banter ($666,667); Ash Crypto ($666,667); Mario Nawfal ($666,667)"
gummi,Gummi,,,2000000.0000000005,11,"Arrington Capital ($181,818); Animoca Brands ($181,818); DCF GOD ($181,818); CitizenX Crypto Ventures Fund, L.P. ($181,818); JST Capital ($181,818)"
nexus-interactive,Nexus Interactive,,,1999999.9999999995,13,"Animoca Brands ($153,846); OIG Oracles Investment Group ($153,846); SkyVision Capital ($153,846); Good Games Guild ($153,846); Maven Capital ($153,846)"
legion,Legion,,,7000000.0,19,"cyber Fund ($700,000); Coinbase Ventures ($500,000); Crypto.com ($500,000); BitScale Capital ($500,000); Kraken ($500,000)"
parlay,Parlay,,,2000000.0,3,"DNA Fund ($666,667); Rick Schlesinger ($666,667); Jon Najarian ($666,667)"
puntored,Puntored,,,2000000.0,1,"Stellar Foundation ($2,000,000)"
vibes,Vibes,,,1999999.999999999,18,"David Choi ($111,111); Loi Luu ($111,111); Kun Gao ($111,111); Gabby Dizon ($111,111); Marc Weinstein ($111,111)"
bool-network,Bool Network,,,2000000.0,9,"Spark Digital Capital ($222,222); ViaBTC Capital ($222,222); Cogitent Ventures ($222,222); Antalpha ($222,222); Sharding Capital ($222,222)"
helix-labs,Helix Labs,,,2000000.0,5,"Tribe Capital ($400,000); LD Capital ($400,000); Taureon ($400,000); Double Peak ($400,000); Emurgo ($400,000)"
ppking,PPKING,,,2000000.0,5,"Seed Club Ventures ($400,000); Faculty Group ($400,000); Crypto Labs ($400,000); BlackBridge ($400,000); Cityblok ($400,000)"
flappy-bird,Flappy Bird,,,2000000.0,5,"Kenetic Capital ($400,000); Scytale ($400,000); Four Seasons Ventures (4SV) ($400,000); Big Brain Holdings ($400,000); Optic Capital ($400,000)"
sparkball,Sparkball,,,2000000.0,5,"CMS Holdings ($400,000); Impossible Finance ($400,000); Yield Guild Games (YGG) ($400,000); Keone Hon ($400,000); L1D ($400,000)"
craftt,Craftt,,,2000000.0,2,"Digital Currency Group (DCG) ($1,000,000); Superscrypt ($1,000,000)"
gamebeast,EPHYRA (Prev. GameBeast),,,12500000.0,8,"Becker Ventures ($10,500,000); K300 Venture ($285,714); AZA Ventures ($285,714); Notch Ventures ($285,714); Tido Capital ($285,714)"
gabby-world,Gabby World,,0.00619,2000000.0000000002,12,"Everest Ventures ($166,667); SevenX Ventures ($166,667); PAKA ($166,667); Zhen Cao ($166,667); NxGen ($166,667)"
hivera,Hivera,,,7000000.0,2,"Ton Incubator ($5,000,000); IPN Foundation ($2,000,000)"
beratone,BeraTone,,,1999999.999999999,18,"Animoca Brands ($111,111); SNZ Holding ($111,111); Santiago Roel Santos ($111,111); Metaverse HQ ($111,111); Yat Siu ($111,111)"
depin-dao-2,DePIN DAO,,,2000000.0,1,"JuCoin ($2,000,000)"
minionlab,MinionLab,,,2000000.0,2,"Jsquare ($1,000,000); Capital6 Eagle ($1,000,000)"
printr,Printr,,,4499999.999999997,31,"Alpen Capital (Prev. Comfy Capital) ($242,297); Lauris ($242,297); Sergey Gorbunov ($242,297); Sfermion ($242,297); Georgios Vlachos ($242,297)"
fomo-2,fomo,,,19000000.0,43,"Coinbase Ventures ($1,000,000); Will Price ($1,000,000); Sabrina Hahn ($1,000,000); Archetype ($1,000,000); Benchmark ($1,000,000)"
aegis-2,Aegis,,,2000000.0,2,"Profluent Ventures ($1,000,000); Dewhales ($1,000,000)"
p2p-me,P2P.me,,,2000000.0,2,"Multicoin Capital ($1,000,000); Coinbase Ventures ($1,000,000)"
winefi,WineFi,,,2000000.0,2,"SFC Capital ($1,000,000); Coterie Holdings ($1,000,000)"
codeant-ai,CodeAnt AI,,,2000000.0,5,"Y Combinator ($400,000); Uncorrelated Ventures ($400,000); Entrepreneur First ($400,000); VitalStage Ventures ($400,000); Transpose Platform ($400,000)"
blockspaces,BlockSpaces,,,2000000.0,5,"Axiom ($400,000); Leadout Capital ($400,000); Sand Harbor Capital ($400,000); Lisa Hough ($400,000); Bob Burnett ($400,000)"
alph-ai,Alph AI,,,2000000.0,1,"Bitrue ($2,000,000)"
neutral-trade,Neutral Trade,,,2000000.0,17,"Ergonia ($117,647); DeFi Dad ($117,647); Danish Chaudhry ($117,647); BlackPine ($117,647); Skyland Ventures ($117,647)"
ainx,AINX,,,2000000.0,1,"Alpha Gamma ($2,000,000)"
orange-cap-games,Orange Cap Games,,,5500000.0,19,"1kx ($875,000); Infinity Ventures Crypto (IVC) ($875,000); Bing Ventures ($875,000); Yuga Labs ($875,000); David Choi ($133,333)"
football-fun,Football.Fun,,,2000000.0,5,"Sfermion ($400,000); Zee Prime Capital ($400,000); 6MV (6th Man Ventures) ($400,000); Coin Operated Group ($400,000); Devmons GG ($400,000)"
bitvault,BitVault,,,2000000.0,4,"Gemini Frontier Fund ($500,000); GSR Markets (GSR) ($500,000); Keyrock ($500,000); Auros Global ($500,000)"
sphinx-protocol,Sphinx Protocol,,,2000000.0,9,"Blockchain Founders Fund ($222,222); Big Brain Holdings ($222,222); Blizzard Fund (Avalanche Ecosystem) ($222,222); London Real Ventures ($222,222); GS Futures ($222,222)"
