fund_slug,fund_name,project_slug,project_name,amount,stage,date,category,pre_valuation
michael-egorov,Michael Egorov,lambda-finance,,1800000,Angel Round,2024-04-18T00:00:00Z,Stablecoin,18000000
mr-block,Mr. Block,lambda-finance,,1800000,Angel Round,2024-04-18T00:00:00Z,Stablecoin,18000000
yusuke-obinata,Yusuke Obinata,lambda-finance,,1800000,Angel Round,2024-04-18T00:00:00Z,Stablecoin,18000000
dlc-link,DLC.Link,lambda-finance,,1800000,Angel Round,2024-04-18T00:00:00Z,Stablecoin,18000000
aladdindao,AladdinDAO,lambda-finance,,1800000,Angel Round,2024-04-18T00:00:00Z,Stablecoin,18000000
threshold,Threshold,lambda-finance,,1800000,Angel Round,2024-04-18T00:00:00Z,Stablecoin,18000000
richard-yuen,Richard Yuen,lambda-finance,,1800000,Angel Round,2024-04-18T00:00:00Z,Stablecoin,18000000
hashcow-group,Hashcow Group,lambda-finance,,1800000,Angel Round,2024-04-18T00:00:00Z,Stablecoin,18000000
the-a-team,The A-Team,lambda-finance,,1800000,Angel Round,2024-04-18T00:00:00Z,Stablecoin,18000000
curvecap,curvecap,lambda-finance,,1800000,Angel Round,2024-04-18T00:00:00Z,Stablecoin,18000000
ed_x0101,Ed_x0101,lambda-finance,,1800000,Angel Round,2024-04-18T00:00:00Z,Stablecoin,18000000
momentum-6-m6,Momentum 6,gamic,,1800000,Funding Round,2024-05-14T00:00:00Z,Social,18000000
mapleblock-capital,Mapleblock Capital,gamic,,1800000,Funding Round,2024-05-14T00:00:00Z,Social,18000000
ld-capital,LD Capital,gamic,,1800000,Funding Round,2024-05-14T00:00:00Z,Social,18000000
polygon,P2 Ventures,gamic,,1800000,Funding Round,2024-05-14T00:00:00Z,Social,18000000
sandeep-nailwal,Sandeep Nailwal,gamic,,1800000,Funding Round,2024-05-14T00:00:00Z,Social,18000000
double-peak,Double Peak,gamic,,1800000,Funding Round,2024-05-14T00:00:00Z,Social,18000000
gate-io,Gate.io,gamic,,1800000,Funding Round,2024-05-14T00:00:00Z,Social,18000000
dweb3-capital,DWeb3 Capital,gamic,,1800000,Funding Round,2024-05-14T00:00:00Z,Social,18000000
onega-ventures,OneGa Ventures,gamic,,1800000,Funding Round,2024-05-14T00:00:00Z,Social,18000000
kryptos-venture,Kryptos Venture,gamic,,1800000,Funding Round,2024-05-14T00:00:00Z,Social,18000000
vijay-pravin-maharajan,Vijay Pravin Maharajan,gamic,,1800000,Funding Round,2024-05-14T00:00:00Z,Social,18000000
mulana-capital,Mulana Capital,gamic,,1800000,Funding Round,2024-05-14T00:00:00Z,Social,18000000
ugochukwu-aronu,Ugochukwu Aronu,gamic,,1800000,Funding Round,2024-05-14T00:00:00Z,Social,18000000
snz-holding,SNZ Holding,zaros,ZRS,1800000,Funding Round,2024-05-22T00:00:00Z,DEX,18000000
fernando-martinelli,Fernando Martinelli,zaros,ZRS,1800000,Funding Round,2024-05-22T00:00:00Z,DEX,18000000
kieran-warwick,Kieran Warwick,zaros,ZRS,1800000,Funding Round,2024-05-22T00:00:00Z,DEX,18000000
anthony-sassano,Anthony Sassano,zaros,ZRS,1800000,Funding Round,2024-05-22T00:00:00Z,DEX,18000000
cogitent-ventures,Cogitent Ventures,zaros,ZRS,1800000,Funding Round,2024-05-22T00:00:00Z,DEX,18000000
kevin-lu,Kevin Lu,zaros,ZRS,1800000,Funding Round,2024-05-22T00:00:00Z,DEX,18000000
andy-chen,Andy Chen,zaros,ZRS,1800000,Funding Round,2024-05-22T00:00:00Z,DEX,18000000
seven-capital-management,Seven Capital Management,zaros,ZRS,1800000,Funding Round,2024-05-22T00:00:00Z,DEX,18000000
dci-capital,DCI Capital,zaros,ZRS,1800000,Funding Round,2024-05-22T00:00:00Z,DEX,18000000
double-peak,Double Peak,surge-2,,1800000,Pre-seed,2024-10-17T00:00:00Z,Infrastructure,18000000
gerstenbrot-capital,Gerstenbrot Capital,surge-2,,1800000,Pre-seed,2024-10-17T00:00:00Z,Infrastructure,18000000
vamient-capital,Vamient Capital,surge-2,,1800000,Pre-seed,2024-10-17T00:00:00Z,Infrastructure,18000000
samara-asset-group,Samara Asset Group,surge-2,,1800000,Pre-seed,2024-10-17T00:00:00Z,Infrastructure,18000000
sats-ventures,Sats Ventures,surge-2,,1800000,Pre-seed,2024-10-17T00:00:00Z,Infrastructure,18000000
autonomy,Autonomy,surge-2,,1800000,Pre-seed,2024-10-17T00:00:00Z,Infrastructure,18000000
vishesh-choudhry,Vishesh Choudhry,herd,,1800000,Pre-seed,2025-02-03T00:00:00Z,Blockchain Service,18000000
fredrik-haga,Fredrik Haga,herd,,1800000,Pre-seed,2025-02-03T00:00:00Z,Blockchain Service,18000000
semantic-ventures,Semantic Ventures,herd,,1800000,Pre-seed,2025-02-03T00:00:00Z,Blockchain Service,18000000
will-price,Will Price,herd,,1800000,Pre-seed,2025-02-03T00:00:00Z,Blockchain Service,18000000
jess-sloss,Jess Sloss,herd,,1800000,Pre-seed,2025-02-03T00:00:00Z,Blockchain Service,18000000
david-phelps,David Phelps,herd,,1800000,Pre-seed,2025-02-03T00:00:00Z,Blockchain Service,18000000
archetype,Archetype,herd,,1800000,Pre-seed,2025-02-03T00:00:00Z,Blockchain Service,18000000
paul-taylor,Paul Taylor,herd,,1800000,Pre-seed,2025-02-03T00:00:00Z,Blockchain Service,18000000
hardi-meybaum,Hardi Meybaum,herd,,1800000,Pre-seed,2025-02-03T00:00:00Z,Blockchain Service,18000000
mats-olsen,Mats Olsen,herd,,1800000,Pre-seed,2025-02-03T00:00:00Z,Blockchain Service,18000000
mitonc,MitonC,firefish,,1800000,Seed Round,2025-04-08T00:00:00Z,Finance,18000000
braiins,Braiins,firefish,,1800000,Seed Round,2025-04-08T00:00:00Z,Finance,18000000
robot-ventures,Robot Ventures,embr-fun,,1800000,Funding Round,2025-04-15T00:00:00Z,Meme,18000000
lattice-capital,Lattice Capital,embr-fun,,1800000,Funding Round,2025-04-15T00:00:00Z,Meme,18000000
daryl-lau,Daryl Lau,embr-fun,,1800000,Funding Round,2025-04-15T00:00:00Z,Meme,18000000
eugene-chen,Eugene Chen,embr-fun,,1800000,Funding Round,2025-04-15T00:00:00Z,Meme,18000000
coinbase-ventures,Coinbase Ventures,stablecorp,,1800000,Strategic,2025-05-23T00:00:00Z,Finance,18000000
side-door-ventures,Side Door Ventures,stablecorp,,1800000,Strategic,2025-05-23T00:00:00Z,Finance,18000000
waterdrip-capital,Waterdrip Capital,cicada-finance,,1800000,Public Sale,2025-07-04T00:00:00Z,DeFi,18000000
fbg-capital,FBG Capital,cicada-finance,,1800000,Public Sale,2025-07-04T00:00:00Z,DeFi,18000000
snz-holding,SNZ Holding,cicada-finance,,1800000,Public Sale,2025-07-04T00:00:00Z,DeFi,18000000
stratified-capital,Stratified Capital,cicada-finance,,1800000,Public Sale,2025-07-04T00:00:00Z,DeFi,18000000
peer-ventures,Peer Ventures,cicada-finance,,1800000,Public Sale,2025-07-04T00:00:00Z,DeFi,18000000
comma3-ventures,Comma3 Ventures,cicada-finance,,1800000,Public Sale,2025-07-04T00:00:00Z,DeFi,18000000
eureka-partners,Eureka Partners,cicada-finance,,1800000,Public Sale,2025-07-04T00:00:00Z,DeFi,18000000
kronos-ventures,Kronos Ventures,cicada-finance,,1800000,Public Sale,2025-07-04T00:00:00Z,DeFi,18000000
meta-era,Meta Era,cicada-finance,,1800000,Public Sale,2025-07-04T00:00:00Z,DeFi,18000000
a16z-andreessen-horowitz,Andreessen Horowitz (a16z),bitski-ico,,1800000,Seed Round,2019-11-13T00:00:00Z,,18000000
winklevoss-capital,Winklevoss Capital,bitski-ico,,1800000,Seed Round,2019-11-13T00:00:00Z,,18000000
social-capital,Social Capital,bitski-ico,,1800000,Seed Round,2019-11-13T00:00:00Z,,18000000
village-global,Village Global,bitski-ico,,1800000,Seed Round,2019-11-13T00:00:00Z,,18000000
sv-angel,SV Angel,bitski-ico,,1800000,Seed Round,2019-11-13T00:00:00Z,,18000000
coinbase-ventures,Coinbase Ventures,bitski-ico,,1800000,Seed Round,2019-11-13T00:00:00Z,,18000000
galaxy-digital,Galaxy,bitski-ico,,1800000,Seed Round,2019-11-13T00:00:00Z,,18000000
robert-leshner,Robert Leshner,bitski-ico,,1800000,Seed Round,2019-11-13T00:00:00Z,,18000000
galaxy-interactive,Galaxy Interactive,bitski-ico,,1800000,Seed Round,2019-11-13T00:00:00Z,,18000000
shawn-carter,Shawn Carter,bitski-ico,,1800000,Seed Round,2019-11-13T00:00:00Z,,18000000
kindred-ventures,Kindred Ventures,bitski-ico,,1800000,Seed Round,2019-11-13T00:00:00Z,,18000000
founders-fund,Founders Fund,bitski-ico,,1800000,Seed Round,2019-11-13T00:00:00Z,,18000000
electric-capital,Electric Capital,kresko-ico,,1800000,Strategic Round,2023-11-07T00:00:00Z,,18000000
mh-ventures,MH Ventures,kresko-ico,,1800000,Strategic Round,2023-11-07T00:00:00Z,,18000000
gts-ventures,GTS Ventures,kresko-ico,,1800000,Strategic Round,2023-11-07T00:00:00Z,,18000000
wagmi-ventures,WAGMI Ventures,kresko-ico,,1800000,Strategic Round,2023-11-07T00:00:00Z,,18000000
oak-grove-ventures,Oak Grove Ventures,kresko-ico,,1800000,Strategic Round,2023-11-07T00:00:00Z,,18000000
zero-age-ventures,Zero Age Ventures,kresko-ico,,1800000,Strategic Round,2023-11-07T00:00:00Z,,18000000
gui-laliberte,Gui Laliberte,kresko-ico,,1800000,Strategic Round,2023-11-07T00:00:00Z,,18000000
jets-capital,Jets Capital,kresko-ico,,1800000,Strategic Round,2023-11-07T00:00:00Z,,18000000
hash-global,Hash Global,rss3,RSS3,1840000,Seed Round,2021-06-01T00:00:00Z,Infrastructure,40000000
bianliang-investment-partnership,Bianliang Investment Partnership,rss3,RSS3,1840000,Seed Round,2021-06-01T00:00:00Z,Infrastructure,40000000
sky9,Sky9,rss3,RSS3,1840000,Seed Round,2021-06-01T00:00:00Z,Infrastructure,40000000
mask-network,Mask Network,rss3,RSS3,1840000,Seed Round,2021-06-01T00:00:00Z,Infrastructure,40000000
dave-byte,Dave Byte,rss3,RSS3,1840000,Seed Round,2021-06-01T00:00:00Z,Infrastructure,40000000
spt-capital,SPT Capital,rss3,RSS3,1840000,Seed Round,2021-06-01T00:00:00Z,Infrastructure,40000000
liang-xinjun,Liang Xinjun,rss3,RSS3,1840000,Seed Round,2021-06-01T00:00:00Z,Infrastructure,40000000
dutch-crypto-investors-dci,Dutch Crypto Investors (DCI),anomus-coin,ANOM,1840000,Private Round,2021-10-01T00:00:00Z,Protocol,8000000
poolz,Poolz,anomus-coin,ANOM,1840000,Private Round,2021-10-01T00:00:00Z,Protocol,8000000
synapse-network,Synapse Network,anomus-coin,ANOM,1840000,Private Round,2021-10-01T00:00:00Z,Protocol,8000000
maven-capital,Maven Capital,anomus-coin,ANOM,1840000,Private Round,2021-10-01T00:00:00Z,Protocol,8000000
halvings-capital,Halvings Capital,anomus-coin,ANOM,1840000,Private Round,2021-10-01T00:00:00Z,Protocol,8000000
crypto-society,Crypto Society,anomus-coin,ANOM,1840000,Private Round,2021-10-01T00:00:00Z,Protocol,8000000
7-o-clock-capital,7 O'Clock Capital,anomus-coin,ANOM,1840000,Private Round,2021-10-01T00:00:00Z,Protocol,8000000
r-930-capital,R-930 Capital,anomus-coin,ANOM,1840000,Private Round,2021-10-01T00:00:00Z,Protocol,8000000
grizzly-capital,Grizzly Capital,anomus-coin,ANOM,1840000,Private Round,2021-10-01T00:00:00Z,Protocol,8000000
almora-capital,Almora Capital,anomus-coin,ANOM,1840000,Private Round,2021-10-01T00:00:00Z,Protocol,8000000
angelone-capital,AngelONE Capital,anomus-coin,ANOM,1840000,Private Round,2021-10-01T00:00:00Z,Protocol,8000000
hello-capital,Hello Capital,anomus-coin,ANOM,1840000,Private Round,2021-10-01T00:00:00Z,Protocol,8000000
run-the-chain,Run The Chain,anomus-coin,ANOM,1840000,Private Round,2021-10-01T00:00:00Z,Protocol,8000000
starter-xyz,Starter.xyz,anomus-coin,ANOM,1840000,Private Round,2021-10-01T00:00:00Z,Protocol,8000000
day-one-capital,Day One Capital,gamee,GMEE,1850000,Funding Round,2018-10-01T00:00:00Z,Gaming,18500000
3vc,3VC,gamee,GMEE,1850000,Funding Round,2018-10-01T00:00:00Z,Gaming,18500000
initial-capital,Initial Capital,gamee,GMEE,1850000,Funding Round,2018-10-01T00:00:00Z,Gaming,18500000
index-ventures,Index Ventures,gamee,GMEE,1850000,Funding Round,2018-10-01T00:00:00Z,Gaming,18500000
credo-ventures,Credo Ventures,gamee,GMEE,1850000,Funding Round,2018-10-01T00:00:00Z,Gaming,18500000
sevenx-ventures,SevenX Ventures,furucombo,COMBO,1850000,Seed Round,2021-01-07T18:00:00Z,DeFi,18500000
multicoin-capital,Multicoin Capital,furucombo,COMBO,1850000,Seed Round,2021-01-07T18:00:00Z,DeFi,18500000
defi-capital,DeFi Capital,furucombo,COMBO,1850000,Seed Round,2021-01-07T18:00:00Z,DeFi,18500000
1kx,1kx,furucombo,COMBO,1850000,Seed Round,2021-01-07T18:00:00Z,DeFi,18500000
stani-kulechov,Stani Kulechov,furucombo,COMBO,1850000,Seed Round,2021-01-07T18:00:00Z,DeFi,18500000
369-capital,369 Capital,quantamm,,1850000,Seed Round,2024-04-06T00:00:00Z,DeFi,18500000
8vc,8VC,quantamm,,1850000,Seed Round,2024-04-06T00:00:00Z,DeFi,18500000
hypernest,HyperNest,quantamm,,1850000,Seed Round,2024-04-06T00:00:00Z,DeFi,18500000
longhashx,LongHashX,quantamm,,1850000,Seed Round,2024-04-06T00:00:00Z,DeFi,18500000
marshland-capital,Marshland Capital,quantamm,,1850000,Seed Round,2024-04-06T00:00:00Z,DeFi,18500000
chainlink,ChainLink,quantamm,,1850000,Seed Round,2024-04-06T00:00:00Z,DeFi,18500000
p-ops-team,P-OPS Team,hyve-da,,1850000,Pre-seed,2024-10-17T00:00:00Z,Blockchain Service,18500000
frachtis,Frachtis,hyve-da,,1850000,Pre-seed,2024-10-17T00:00:00Z,Blockchain Service,18500000
lemniscap,Lemniscap,hyve-da,,1850000,Pre-seed,2024-10-17T00:00:00Z,Blockchain Service,18500000
paper-ventures,Paper Ventures,hyve-da,,1850000,Pre-seed,2024-10-17T00:00:00Z,Blockchain Service,18500000
solana-ventures,Solana Ventures,chillchat-ico,CHILL,1850000,Seed Equity Round,2022-02-01T00:00:00Z,,18500000
infinity-ventures-crypto-ivc,Infinity Ventures Crypto (IVC),chillchat-ico,CHILL,1850000,Seed Equity Round,2022-02-01T00:00:00Z,,18500000
a-t-capital,A&T Capital,chillchat-ico,CHILL,1850000,Seed Equity Round,2022-02-01T00:00:00Z,,18500000
griffin-gaming-partners,Griffin Gaming Partners,chillchat-ico,CHILL,1850000,Seed Equity Round,2022-02-01T00:00:00Z,,18500000
ygg-southeast-asia,YGG Southeast Asia,chillchat-ico,CHILL,1850000,Seed Equity Round,2022-02-01T00:00:00Z,,18500000
animoca-brands,Animoca Brands,chillchat-ico,CHILL,1850000,Seed Equity Round,2022-02-01T00:00:00Z,,18500000
ftx-ventures,FTX Ventures,chillchat-ico,CHILL,1850000,Seed Equity Round,2022-02-01T00:00:00Z,,18500000
bkfund,BKFUND,hashgard,GARD,1872000,Strategic Round,2018-05-01T00:00:00Z,Cosmos Ecosystem,62400000
fenbushi-capital,Fenbushi Capital,hashgard,GARD,1872000,Strategic Round,2018-05-01T00:00:00Z,Cosmos Ecosystem,62400000
blockwater-management-blockwater-capital,BlockWater Management (BlockWater Capital),hashgard,GARD,1872000,Strategic Round,2018-05-01T00:00:00Z,Cosmos Ecosystem,62400000
node-capital,Node Capital,hashgard,GARD,1872000,Strategic Round,2018-05-01T00:00:00Z,Cosmos Ecosystem,62400000
gobi-partners,Gobi Partners,hashgard,GARD,1872000,Strategic Round,2018-05-01T00:00:00Z,Cosmos Ecosystem,62400000
link-vc,Link VC,hashgard,GARD,1872000,Strategic Round,2018-05-01T00:00:00Z,Cosmos Ecosystem,62400000
bibox-fund,Bibox Fund,hashgard,GARD,1872000,Strategic Round,2018-05-01T00:00:00Z,Cosmos Ecosystem,62400000
fang-fund-partners,Fang Fund Partners,hashgard,GARD,1872000,Strategic Round,2018-05-01T00:00:00Z,Cosmos Ecosystem,62400000
star-capital,Star Capital,hashgard,GARD,1872000,Strategic Round,2018-05-01T00:00:00Z,Cosmos Ecosystem,62400000
mds-foundation,MDS Foundation,hashgard,GARD,1872000,Strategic Round,2018-05-01T00:00:00Z,Cosmos Ecosystem,62400000
w-fund,W Fund,hashgard,GARD,1872000,Strategic Round,2018-05-01T00:00:00Z,Cosmos Ecosystem,62400000
genesis-capital,Genesis Capital,hashgard,GARD,1872000,Strategic Round,2018-05-01T00:00:00Z,Cosmos Ecosystem,62400000
imo-ventures,IMO Ventures,hashgard,GARD,1872000,Strategic Round,2018-05-01T00:00:00Z,Cosmos Ecosystem,62400000
alphabit-fund,Alphabit Fund,hashgard,GARD,1872000,Strategic Round,2018-05-01T00:00:00Z,Cosmos Ecosystem,62400000
preangel-fund,PreAngel Fund,hashgard,GARD,1872000,Strategic Round,2018-05-01T00:00:00Z,Cosmos Ecosystem,62400000
8-decimal-capital,8 Decimal Capital,hashgard,GARD,1872000,Strategic Round,2018-05-01T00:00:00Z,Cosmos Ecosystem,62400000
bitrise-capital,Bitrise Capital,hashgard,GARD,1872000,Strategic Round,2018-05-01T00:00:00Z,Cosmos Ecosystem,62400000
transference-fund,Transference Fund,hashgard,GARD,1872000,Strategic Round,2018-05-01T00:00:00Z,Cosmos Ecosystem,62400000
hello-capital,Hello Capital,hashgard,GARD,1872000,Strategic Round,2018-05-01T00:00:00Z,Cosmos Ecosystem,62400000
iris-foundation,IRIS Foundation,hashgard,GARD,1872000,Strategic Round,2018-05-01T00:00:00Z,Cosmos Ecosystem,62400000
spark-digital-capital,Spark Digital Capital,hashgard,GARD,1872000,Strategic Round,2018-05-01T00:00:00Z,Cosmos Ecosystem,62400000
jrr-group,JRR Group,hashgard,GARD,1872000,Strategic Round,2018-05-01T00:00:00Z,Cosmos Ecosystem,62400000
ld-capital,LD Capital,hashgard,GARD,1872000,Strategic Round,2018-05-01T00:00:00Z,Cosmos Ecosystem,62400000
milestone-venture-capital,Milestone Venture Capital,hashgard,GARD,1872000,Strategic Round,2018-05-01T00:00:00Z,Cosmos Ecosystem,62400000
frees-fund,FREES FUND,hashgard,GARD,1872000,Strategic Round,2018-05-01T00:00:00Z,Cosmos Ecosystem,62400000
consensus-lab,Consensus Lab,hashgard,GARD,1872000,Strategic Round,2018-05-01T00:00:00Z,Cosmos Ecosystem,62400000
vulpes-ventures,Vulpes Ventures,hashgard,GARD,1872000,Strategic Round,2018-05-01T00:00:00Z,Cosmos Ecosystem,62400000
chi-capital,CHI Capital,hashgard,GARD,1872000,Strategic Round,2018-05-01T00:00:00Z,Cosmos Ecosystem,62400000
delphi-foundation,Delphi Foundation,hashgard,GARD,1872000,Strategic Round,2018-05-01T00:00:00Z,Cosmos Ecosystem,62400000
game-starter,Game Starter,kingdomx,KT,1890000,Private Sale,2021-12-01T00:00:00Z,Gaming,9000000
dao-maker,DAO Maker,kingdomx,KT,1890000,Private Sale,2021-12-01T00:00:00Z,Gaming,9000000
ld-capital,LD Capital,kingdomx,KT,1890000,Private Sale,2021-12-01T00:00:00Z,Gaming,9000000
dweb3-capital,DWeb3 Capital,kingdomx,KT,1890000,Private Sale,2021-12-01T00:00:00Z,Gaming,9000000
longhash-ventures,LongHash Ventures,kingdomx,KT,1890000,Private Sale,2021-12-01T00:00:00Z,Gaming,9000000
signum-capital,Signum Capital,kingdomx,KT,1890000,Private Sale,2021-12-01T00:00:00Z,Gaming,9000000
huobi-ventures,HTX Ventures (previously Huobi Ventures),kingdomx,KT,1890000,Private Sale,2021-12-01T00:00:00Z,Gaming,9000000
double-peak,Double Peak,kingdomx,KT,1890000,Private Sale,2021-12-01T00:00:00Z,Gaming,9000000
aniket-jindal,Aniket Jindal,oddz,ODDZ,1896000,Private Round,2021-01-01T00:00:00Z,Polygon Ecosystem,12000000
amesten-capital,Amesten Capital,oddz,ODDZ,1896000,Private Round,2021-01-01T00:00:00Z,Polygon Ecosystem,12000000
woodstock-fund,Woodstock Fund,oddz,ODDZ,1896000,Private Round,2021-01-01T00:00:00Z,Polygon Ecosystem,12000000
x21-digital,x21 Digital,oddz,ODDZ,1896000,Private Round,2021-01-01T00:00:00Z,Polygon Ecosystem,12000000
genesis-block-gbv,GBV Capital,oddz,ODDZ,1896000,Private Round,2021-01-01T00:00:00Z,Polygon Ecosystem,12000000
mahadao,MahaDao,oddz,ODDZ,1896000,Private Round,2021-01-01T00:00:00Z,Polygon Ecosystem,12000000
exnetwork-capital,Exnetwork Capital,oddz,ODDZ,1896000,Private Round,2021-01-01T00:00:00Z,Polygon Ecosystem,12000000
au21-capital,AU21 Capital,oddz,ODDZ,1896000,Private Round,2021-01-01T00:00:00Z,Polygon Ecosystem,12000000
dao-ventures,DAO Ventures,oddz,ODDZ,1896000,Private Round,2021-01-01T00:00:00Z,Polygon Ecosystem,12000000
lotus-capital,Lotus capital,oddz,ODDZ,1896000,Private Round,2021-01-01T00:00:00Z,Polygon Ecosystem,12000000
ravindra-kumar,Ravindra Kumar,oddz,ODDZ,1896000,Private Round,2021-01-01T00:00:00Z,Polygon Ecosystem,12000000
trgc,TRGC,oddz,ODDZ,1896000,Private Round,2021-01-01T00:00:00Z,Polygon Ecosystem,12000000
sandeep-nailwal,Sandeep Nailwal,oddz,ODDZ,1896000,Private Round,2021-01-01T00:00:00Z,Polygon Ecosystem,12000000
krypital-group,Krypital Group,oddz,ODDZ,1896000,Private Round,2021-01-01T00:00:00Z,Polygon Ecosystem,12000000
ngc-ventures-neo-global-capital,NGC Ventures,oddz,ODDZ,1896000,Private Round,2021-01-01T00:00:00Z,Polygon Ecosystem,12000000
altonomy,Altonomy,oddz,ODDZ,1896000,Private Round,2021-01-01T00:00:00Z,Polygon Ecosystem,12000000
authorito-capital,Authorito Capital,multivers-x,EGLD,1900000,Private Sale,2019-05-20T18:46:00Z,Blockchain,10000000
maven-11-capital,Maven 11 Capital,multivers-x,EGLD,1900000,Private Sale,2019-05-20T18:46:00Z,Blockchain,10000000
ngc-ventures-neo-global-capital,NGC Ventures,multivers-x,EGLD,1900000,Private Sale,2019-05-20T18:46:00Z,Blockchain,10000000
binance-labs,YZi Labs (prev Binance Labs),multivers-x,EGLD,1900000,Private Sale,2019-05-20T18:46:00Z,Blockchain,10000000
electric-capital,Electric Capital,multivers-x,EGLD,1900000,Private Sale,2019-05-20T18:46:00Z,Blockchain,10000000
maven-11-capital,Maven 11 Capital,radix,XRD,1900000,Equity Funding,2018-09-01T00:00:00Z,Blockchain,19000000
localglobe,LocalGlobe,radix,XRD,1900000,Equity Funding,2018-09-01T00:00:00Z,Blockchain,19000000
huobi-ventures,HTX Ventures (previously Huobi Ventures),streamflow,STREAM,1900000,Funding Round,2024-10-28T00:00:00Z,Blockchain Service,19000000
hypersphere-ventures,Hypersphere Ventures,streamflow,STREAM,1900000,Funding Round,2024-10-28T00:00:00Z,Blockchain Service,19000000
genesis-block-gbv,GBV Capital,streamflow,STREAM,1900000,Funding Round,2024-10-28T00:00:00Z,Blockchain Service,19000000
