name,slug,category,market_cap,price,total_raised,rounds_count
IRON,iron-fish,Blockchain Service,,,5300000,2
RIZ,rivalz-network,Infrastructure,,,5300000,2
APTR,aperture-finance,DeFi,,,5300000,2
,informal-system,Infrastructure,,,5300000,1
,revolut,Finance,,,5300000,3
,clst-ico,,,,5300000,1
,gondi,NFT,,,5350000,1
,moku,Gaming,,,5350000,1
CYBER,cyberconnect,Blockchain Service,,,5400000,3
,agm-group-holdings,Blockchain Service,,,5400000,1
,kado,Infrastructure,,,5400000,1
QSR,quasar-2,DeFi,,,5432100,2
POP,popcorn,DeFi,,,5442328,2
RPL,rocket-pool,Liquid Staking Protocols,,,5470000,1
TURTLE,turtle-club,Protocol,,,5500000,2
,aura-2,Blockchain Service,,,5500000,1
,fableborne,Gaming,,,5500000,2
,stackr,Infrastructure,,,5500000,1
,infinity-force,Gaming,,,5500000,1
,saltwater-games,Gaming,,,5500000,1
,prime-intellect,Blockchain Service,,,5500000,2
,smart-transactions,DeFi,,,5500000,1
AP,ava-protocol,Infrastructure,,,5500000,2
,astria,Infrastructure,,,5500000,2
,dora-2,Big Data,,,5500000,1
N3,network3,Infrastructure,,,5500000,1
,holonym,Blockchain Service,,,5500000,1
,spexi,Blockchain Service,,,5500000,2
,taceo,Blockchain Service,,,5500000,1
,metafyed,Finance,,,5500000,1
IMU,immunefi,Blockchain Service,,,5500000,2
,li-fi,Infrastructure,,,5500000,3
,fantiger-ico,,,,5500000,1
,blockdaemon-ico,,,,5500000,5
IOV,starname,Cosmos Ecosystem,,,5516000,1
SHELL,myshell,Blockchain Service,,,5600000,2
,autonomy-ico,,,,5600000,1
,mural-ico,,,,5600000,1
,shinami,Infrastructure,,,5645000,1
,river-financial,Finance,,,5700000,3
,tokeny,Blockchain Service,,,5730000,1
INF,socean-staked-sol,Liquid Staking Tokens (LSTs),,,5750000,1
,tapestry,Social,,,5750000,1
SHM,shardeum,Infrastructure,,,5800000,3
BP,beyond-protocol,,,,5800000,1
,validation-cloud,Infrastructure,,,5800000,3
,symbiotic,Liquid Staking Protocols,,,5800000,2
,alpaca,Blockchain Service,,,5800000,6
,gamergains-ico,,,,5800000,1
,crypto-blockchain-industries-cbi,Finance,,,5840000,1
JOY,joystream,Social,,,5850000,2
AMP,amp-token,Blockchain Service,,,5900000,2
,cambrian-network,Infrastructure,,,5900000,1
LOOKS,looksrare,NFT,,,5954940,1
SO,soul-labs,DeFi,,,5960000,1
STRK,starknet,Blockchain,,,6000000,6
BB,bouncebit,Blockchain,,,6000000,1
SAHARA,sahara-ai,Artificial Intelligence (AI),,,6000000,3
AP3X,apex-fusion,Blockchain,,,6000000,1
CYS,cysic,Infrastructure,,,6000000,2
WIN,wink,Gambling,,,6000000,2
IN,infinit-2,DeFi,,,6000000,1
VITA,vitadao,DeSci,,,6000000,1
ES,eclipse,Infrastructure,,,6000000,3
NFP,nfprompt,Artificial Intelligence (AI),,,6000000,1
PYR,vulcan-forged,Gaming,,,6000000,1
AIA,deagentai,Infrastructure,,,6000000,1
VOXEL,voxies,Gaming,,,6000000,1
MY,metya,Social,,,6000000,1
BLD,agoric,Coinlist Launchpad,,,6000000,4
THL,thala,DeFi,,,6000000,1
ARCH,archway,Cosmos Ecosystem,,,6000000,2
AARK,aark-digital,Perpetual,,,6000000,1
PASG,passage,Social,,,6000000,1
SLN,smart-layer-network,Blockchain Service,,,6000000,1
OZK,openzk-network,Infrastructure,,,6000000,1
RAIDER,crypto-raiders,,,,6000000,1
BLOCK,blockgames,Gaming,,,6000000,1
CSKY,coresky,DeFi,,,6000000,2
RAIDER,raidertoken,DeFi,,,6000000,1
BPT,blackpool-token,NFT,,,6000000,1
ZZ,zigzag-2,DEX,,,6000000,1
,fractal-protocol,DeFi,,,6000000,1
,oh-baby-games,Gaming,,,6000000,1
,azteco,,,,6000000,1
ART,artela,Infrastructure,,,6000000,1
Linera,linera,Infrastructure,,,6000000,2
RPK,republik,Social,,,6000000,1
,nocturne,Blockchain Service,,,6000000,1
,atani,CEX,,,6000000,2
,llama,Blockchain Service,,,6000000,1
,omtrade,CEX,,,6000000,1
MoHash,mohash,DeFi,,,6000000,1
,web3mine,Infrastructure,,,6000000,1
,addressable,Social,,,6000000,2
,gevulot,Blockchain,,,6000000,1
,omega-2,DeFi,,,6000000,1
,keyring-network,Finance,,,6000000,1
,reya-network,DeFi,,,6000000,2
,star-nest,Music,,,6000000,1
,chainstack,Blockchain Service,,,6000000,1
,haruko,Blockchain Service,,,6000000,2
BEE,daobase,Blockchain Service,,,6000000,1
RAGE,rage,Yield Aggregator,,,6000000,1
,fabric-cryptography,Infrastructure,,,6000000,2
,ida-2,Stablecoin,,,6000000,1
VAPE,puffpaw,DePIN,,,6000000,1
,smolbound,Gaming,,,6000000,1
,daylight,Blockchain Service,,,6000000,1
,layer,Infrastructure,,,6000000,1
V,vue-protocol,Social,,,6000000,1
,canyon-network,Oracle,,,6000000,1
,genius-2,DeFi,,,6000000,1
,naptha-ai,Blockchain Service,,,6000000,1
,bethog,Gambling,,,6000000,1
NACKL,acki-nacki,Gaming,,,6000000,1
,fraction-ai,Blockchain Service,,,6000000,1
,bitrobot,Infrastructure,,,6000000,1
,august,DeFi,,,6000000,2
,popp,Social,,,6000000,1
,halliday,Blockchain Service,,,6000000,2
,hyperdrive,DeFi,,,6000000,1
,nuconstruct,Infrastructure,,,6000000,1
,project-11,Infrastructure,,,6000000,1
,zoot,Gaming,,,6000000,1
,mara,Infrastructure,,,6000000,2
,belfort,Blockchain Service,,,6000000,1
,nebx,Social,,,6000000,1
,4ai,Blockchain Service,,,6000000,1
,harmonic,Infrastructure,,,6000000,1
,fin,Blockchain Service,,,6000000,2
,magma-finance,DEX,,,6000000,1
,alchemynft-ico,,,,6000000,1
,amulet-ico,,,,6000000,1
CGG,cryptoverse-ico,,,,6000000,1
,onramp-invest-ico,,,,6000000,2
CURV,cryptocurve-ico,,,,6000000,2
,supermojo-ico,,,,6000000,1
,jungle-ico,,,,6000000,1
,code4rena-ico,,,,6000000,1
,size-ico,,,,6000000,1
VOLA,volare-finance-ico,,,,6000000,1
,zivoe,DeFi,,,6032000,2
ASD,asd,CEX,,,6100000,3
MON,mon-protocol,Gaming,,,6147108,1
OORT,oort,Blockchain Service,,,6200000,2
FARE,fare-protocol,DeFi,,,6200000,1
,ocean-mining,Blockchain Service,,,6200000,1
,rails,DeFi,,,6200000,2
,xp-2,Blockchain Service,,,6200000,1
,pebble-ico,,,,6200000,1
,k33,CEX,,,6230000,2
Galactic,galactic-holdings,CEX,,,6250000,2
UX,umee,DeFi,,,6300000,3
,modulus-labs,Blockchain Service,,,6300000,1
,cloudwall,DeFi,,,6300000,1
,crossover-markets-group,Finance,,,6350000,2
SENC,sentinel-chain,Finance,,,6400000,2
,orbital,Blockchain Service,,,6400000,1
,mmerch,NFT,,,6400000,1
,sentio-ico,,,,6400000,1
ENA,ethena-labs,DeFi,,,6500000,6
CELO,celo,Layer-2,,,6500000,4
SLND,solend,Lending Platform,,,6500000,2
XCM,coinmetro,CEX,,,6500000,2
CARD,cardstack,xDAI Ecosystem,,,6500000,3
,ambient-finance,DEX,,,6500000,1
,mythic-protocol,Gaming,,,6500000,1
,mesh,Finance,,,6500000,5
,x10,DeFi,,,6500000,1
,mawari,Blockchain Service,,,6500000,2
,avant,DeFi,,,6500000,1
,primus-labs,Infrastructure,,,6500000,1
,testmachine,Blockchain Service,,,6500000,1
,econia-ico,,,,6500000,1
,wildcard-ico,,,,6500000,2
,hologram-ico,,,,6500000,1
,the-red-village-ico,,,,6500000,1
ACE,fusionist,Gaming,,,6600000,1
NOIA,noia-network,DePIN,,,6600000,1
,divine,DeFi,,,6600000,1
TNC,trinity-network-credit,,,,6666666,2
KEEP,keep-network,DeFi,,,6700000,3
DYM,dymension,Modular Blockchain,,,6700000,1
PERL,perlin,Blockchain,,,6700000,4
SPEC,spectral,Blockchain Service,,,6750000,2
BOT,hyperbot,Analytics,,,6750000,1
,octane,Blockchain Service,,,6750000,1
SIPHER,sipher,Gaming,,,6800000,2
MVP,merculet,,,,6860000,2
GIDDY,giddy,DeFi,,,6900000,1
,hashport,Blockchain Service,,,6900000,2
,sona,Blockchain Service,,,6900000,1
,shogun,DeFi,,,6900000,1
,azura,DeFi,,,6900000,1
,dogeos,Infrastructure,,,6900000,1
FLY,franklin,Gate.io Launchpad,,,6936000,1
RED,redstone,Oracle,,,7000000,2
PIEVERSE,pieverse,Blockchain Service,,,7000000,1
TAKE,overtake,Sui Ecosystem,,,7000000,1
MITO,mitosis,DeFi,,,7000000,1
BLUAI,bluwhale,Blockchain Service,,,7000000,4
RICE,rice-ai,Infrastructure,,,7000000,1
POP,zypher-network,Infrastructure,,,7000000,1
NC,nodecoin-2,Artificial Intelligence (AI),,,7000000,1
DGTX,digitex-futures-exchange,Derivatives,,,7000000,1
SPON,spheron-network,Blockchain Service,,,7000000,1
PLAY,playsout,Gaming,,,7000000,1
DMT,dmarket,NFT,,,7000000,2
MAD,mad-network,,,,7000000,2
UJENNY,jenny-metaverse-dao-token,NFT,,,7000000,1
,webb-protocol,Infrastructure,,,7000000,1
,ethstorage,Blockchain Service,,,7000000,1
,spearbit,Social,,,7000000,1
,cantina,Web 3.0,,,7000000,1
,fhenix,Infrastructure,,,7000000,2
SOCIAL,phaver,Social,,,7000000,1
,cvex,DeFi,,,7000000,1
PARAM,param-labs,Gaming,,,7000000,1
,re,Insurance,,,7000000,1
,helix-3,Gaming,,,7000000,1
,ratex,DEX,,,7000000,1
,kiva-ai,Artificial Intelligence (AI),,,7000000,2
,predicate,Blockchain Service,,,7000000,1
,karpatkey,Blockchain Service,,,7000000,1
,vixichain,Blockchain,,,7000000,1
,spire-labs,Infrastructure,,,7000000,1
,blife-protocol,Infrastructure,,,7000000,1
,spindl,Blockchain Service,,,7000000,1
,byte-trading,DEX,,,7000000,1
,beam-2,Blockchain Service,,,7000000,2
,donut-2,Blockchain Service,,,7000000,2
,cooking-city,Memepad,,,7000000,1
,w3-io,Infrastructure,,,7000000,1
,empiric-network-ico,,,,7000000,1
,jadu-ico,,,,7000000,2
,lighthouse-ico,,,,7000000,1
,xrex-ico,,,,7000000,3
,safeheron-ico,,,,7000000,1
QORPO,citizen-conflict-ico,,,,7000000,1
,conduit-ico,,,,7000000,2
,cubist-ico,,,,7000000,1
,kaleidoco-ico,,,,7000000,1
,ansible-labs-ico,,,,7000000,1
,liquality-ico,,,,7000000,1
,dust-labs-ico,,,,7000000,1
,courtyard-ico,,,,7000000,2
CTK,cryptyk,,,,7033120,1
BTT,bittorrent,Cryptocurrency,,,7128000,3
CC,canton-network,Blockchain,,,7200000,7
ALT,altlayer,Blockchain Service,,,7200000,3
,ambient,Blockchain,,,7200000,1
,digital-asset,Blockchain Service,,,7200000,6
,certora-ico,,,,7200000,2
,bitwave-ico,,,,7250000,1
,xtao,Infrastructure,,,7300000,2
EUROP,schuman-financial,Stablecoin,,,7360000,1
COLS,cointel,Multi-Chain Platform,,,7400000,1
,tangany,Finance,,,7450000,2
SWTCH,switchboard,Infrastructure,,,7500000,1
XO,xociety,Gaming,,,7500000,1
,dinari,Finance,,,7500000,3
,taproot-wizards,Meme,,,7500000,2
,concrete-protocol,Protocol,,,7500000,2
,hive-2,Infrastructure,,,7500000,2
,mezo,Blockchain,,,7500000,2
,sending-network,Blockchain Service,,,7500000,2
THRUST,thruster,DEX,,,7500000,1
,turnkey,Blockchain Service,,,7500000,3
,cartridge,Gaming,,,7500000,1
,genlayer,Blockchain,,,7500000,1
,sorella,DeFi,,,7500000,1
,pond,Blockchain Service,,,7500000,1
,brevis-network,Zero Knowledge,,,7500000,1
,gryfyn-ico,,,,7500000,1
,matchboxdao-ico,,,,7500000,1
TOY,cryptoys-ico,,,,7500000,2
MKLN,tatsumeeko-ico,,,,7500000,1
ONE,upshot-ico,,,,7500000,2
,blocko-ico,,,,7500000,2
,dynamic-ico,,,,7500000,2
,quadrata-ico,,,,7500000,1
MEME,meme-coin,Meme,,,7590000,2
,tres-finance,Blockchain Service,,,7600000,2
,superlogic,Marketing,,,7600000,2
,satflow,DeFi,,,7600000,1
,pluralis-research,Blockchain Service,,,7600000,1
,liquid,DEX,,,7600000,1
,showtime-ico,,,,7600000,1
NVG8,navigate,Blockchain Service,,,7625000,1
,thalex-ico,,,,7640000,1
SBR,saber,AMM,,,7700000,1
WXM,weatherxm-network,DePIN,,,7700000,1
,account-labs,Blockchain Service,,,7700000,1
,yeet-2,Gambling,,,7750000,1
MATH,math,Wallet,,,7800000,2
,rd-technologies,Finance,,,7800000,2
,grove,Infrastructure,,,7900000,1
TON,ton,Blockchain,,,8000000,4
USDM,mountain-protocol-usd,Stablecoin,,,8000000,1
OPEN,openledger-2,Infrastructure,,,8000000,1
ZEUS,zeus-network,Layer-2,,,8000000,1
ON,orochi-network,Infrastructure,,,8000000,2
SOLO,solomon,Stablecoin Issuer,,,8000000,1
PYBOBO,capybobo,Gaming,,,8000000,1
CESS,cess,Infrastructure,,,8000000,1
YALA,yala-finance,DeFi,,,8000000,1
SLAY,satlayer,Liquid Staking Tokens (LSTs),,,8000000,1
LONG,belong,Blockchain Service,,,8000000,1
RFUEL,rio-defi,Polkadot Ecosystem,,,8000000,2
GOD,godcoin,Gaming,,,8000000,2
DLC,deeplink,Infrastructure,,,8000000,1
OVER,over-protocol,Blockchain,,,8000000,1
,openverse-network,Infrastructure,,,8000000,2
,tea,Blockchain Service,,,8000000,2
,tangem,Wallet,,,8000000,2
ABS,absolute-labs,Blockchain Service,,,8000000,1
,hogwarts-labs,Blockchain Service,,,8000000,1
,bluesky,Social,,,8000000,3
,trident-digital,Finance,,,8000000,1
,age-of-dino,Gaming,,,8000000,1
,aera,Blockchain Service,,,8000000,1
,modhaus,Social,,,8000000,1
,pixelmon,Gaming,,,8000000,1
,clique,Infrastructure,,,8000000,1
,owlto-finance,Blockchain Service,,,8000000,1
,anchorzero,Blockchain Service,,,8000000,1
,autoverse-studios,Gaming,,,8000000,1
,castile,Gaming,,,8000000,1
,pharos-2,Blockchain,,,8000000,1
,nodego,Infrastructure,,,8000000,1
BOINK,boinkers,Gaming,,,8000000,1
,warlock,DeFi,,,8000000,1
,terminal-3,Blockchain Service,,,8000000,1
,rally,Social,,,8000000,1
,nexbridge,Finance,,,8000000,1
,mecka-ai,Infrastructure,,,8000000,1
,bulk,DEX,,,8000000,1
,depinsim,DePIN,,,8000000,1
,standard-money,DeFi,,,8000000,1
,rift,DEX,,,8000000,1
,archax-ico,,,,8000000,2
,blocksec-ico,,,,8000000,1
,x-margin-ico,,,,8000000,1
,floor-ico,,,,8000000,1
AION,aion,Cryptocurrency,,,8010994,3
UNIX,unix,Play to Earn,,,8100000,2
,crown-2,Finance,,,8100000,2
COMP,compound,DeFi,,,8200000,2
COMBO,cocos-bcx,Gaming,,,8200000,2
,spherex,Blockchain Service,,,8200000,1
,cube3,Blockchain Service,,,8200000,1
,geeiq,Metaverse,,,8200000,1
NXT,nexity-network,Infrastructure,,,8200000,1
HUMA,huma-finance,DeFi,,,8300000,2
,privy,Web 3.0,,,8300000,3
,cytonic,Blockchain,,,8300000,1
,questbook-ico,,,,8300000,1
,oneof-ico,,,,8400000,2
NIBI,nibiru,Blockchain,,,8500000,3
BGSC,bugscoin,Education,,,8500000,2
PTB,portal-to-bitcoin,Infrastructure,,,8500000,4
TMAI,token-metrics-ai,Artificial Intelligence (AI),,,8500000,1
VRTX,vertex-protocol,DEX,,,8500000,1
eco,eco,,,,8500000,3
Integral,integral-2,Blockchain Service,,,8500000,1
,zone-2,Infrastructure,,,8500000,1
,alpen-labs,Infrastructure,,,8500000,2
,sendblocks,Infrastructure,,,8500000,1
,caliza,Finance,,,8500000,1
,opengradient,Infrastructure,,,8500000,1
,bitquery-2-ico,,,,8500000,1
AVT,aventus,Layer-2,,,8500085,2
,op-games-ico,,,,8600000,1
MSN,meson-network,DePIN,,,8750000,1
,midas-2,DeFi,,,8750000,1
RBN,ribbon-finance,DeFi,,,8800000,1
PENGU,pudgy-penguins,Meme,,,9000000,2
FLOW,flow,Blockchain,,,9000000,4
ATH,aethir,DePIN,,,9000000,2
ERA,caldera-era,Infrastructure,,,9000000,2
MIRA,mira,Infrastructure,,,9000000,1
RARE,superrare,NFT,,,9000000,1
DNT,district0x,Derivatives,,,9000000,1
DIMO,dimo,DePIN,,,9000000,2
,rymedi,Healthcare,,,9000000,1
,shadow,Blockchain Service,,,9000000,1
,medallion,Blockchain Service,,,9000000,2
,rome-protocol,Infrastructure,,,9000000,1
,clusters,Blockchain Service,,,9000000,1
,cryptoslam,Blockchain Service,,,9000000,1
,daylight-2,DePIN,,,9000000,2
,hypernative,Blockchain Service,,,9000000,3
PYUSD,truex,CEX,,,9000000,2
,dragonz-land,Gaming,,,9000000,1
,cubexch,DEX,,,9000000,2
,party-icons,Gaming,,,9000000,1
,commonware,Infrastructure,,,9000000,2
,phantom,Wallet,,,9000000,3
,gamerboom,Gaming,,,9000000,1
,universal,DEX,,,9000000,1
,standard-economics,Blockchain Service,,,9000000,1
,self-protocol,Blockchain Service,,,9000000,1
,teleport-ico,DePIN,,,9000000,1
,dscvr-ico,,,,9000000,1
OXEN,loki-network,Nodes,,,9027000,1
,xfx,Infrastructure,,,9100000,1
,perpl,DeFi,,,9250000,1
PAPER,paper,,,,9300000,1
SX,sx-network,Gambling,,,9500000,1
,senser,Big Data,,,9500000,1
,cfx-labs,Blockchain Service,,,9500000,1
,meso-network,Finance,,,9500000,1
STON,ston-fi,DEX,,,9500000,1
,alphaledger,Finance,,,9500000,1
,coinmena,CEX,,,9500000,2
,metagravity-ico,,,,9500000,1
,dsrv,Infrastructure,,,9550000,2
,fortunafi,DeFi,,,9560000,1
LIGHT,bitlight-labs,Infrastructure,,,9600000,1
,backseat,Finance,,,9690000,1
,cicada-partners,DeFi,,,9700000,1
,try-your-best,Social,,,9800000,2
XY,xy-finance,Yield Aggregator,,,9880000,2
TOL,tolar,,,,9886975,2
,cedar-money,Blockchain Service,,,9900000,1
BNB,binancecoin,Blockchain,,,10000000,3
WLFI,world-liberty-financial,DeFi,,,10000000,5
BGB,bitget-token,CEX,,,10000000,1
OKB,okb,CEX,,,10000000,1
XTZ,tezos,Blockchain,,,10000000,2
USDF,falcon-finance,Stablecoin,,,10000000,1
FBTC,ignition-fbtc,Backed Tokens,,,10000000,1
TEL,telcoin,Ethereum Ecosystem,,,10000000,3
TRAC,origintrail,Artificial Intelligence (AI),,,10000000,2
LUNC,terra-luna,Blockchain,,,10000000,5
ACH,alchemy-pay,Infrastructure,,,10000000,1
PLUME,plume-network,Blockchain,,,10000000,2
SSV,ssv-network,Liquid Staking Protocols,,,10000000,1
IOST,iostoken,Blockchain,,,10000000,5
ORBS,orbs,Infrastructure,,,10000000,2
GAL,project-galaxy,NFT,,,10000000,2
WELL,moonwell-artemis,Lending Platform,,,10000000,2
G,gravity-3,Ethereum Ecosystem,,,10000000,2
SXT,space-and-time,Blockchain Service,,,10000000,3
ACX,across-protocol,Protocol,,,10000000,2
RAIL,railgun,Privacy Coin,,,10000000,1
AVL,avalon-finance,DeFi,,,10000000,1
GPS,goplus,Blockchain Service,,,10000000,1
NTRN,neutron-2,Infrastructure,,,10000000,1
ZKJ,polyhedra-network,Zero Knowledge,,,10000000,3
KERNEL,kernel-dao,Liquid Staking Protocols,,,10000000,1
TOWNS,towns,Social,,,10000000,3
KLV,klever,Wallet,,,10000000,2
RDNT,radiant-capital,DeFi,,,10000000,1
BOS,bitcoinos,Infrastructure,,,10000000,1
ALEPH,aleph,Artificial Intelligence (AI),,,10000000,1
PUMP,pumpbtc-2,Liquid Staking Protocols,,,10000000,1
PIPE,pipe-network,Blockchain Service,,,10000000,1
GAIA,gaianet,Infrastructure,,,10000000,2
EPT,balance,Gaming,,,10000000,2
HERO,metahero,NFT,,,10000000,1
TOKEN,tokenfi,Launchpad,,,10000000,1
GM,gomble-games,Gaming,,,10000000,1
PSTAKE,pstake,Liquid Staking Protocols,,,10000000,2
NOM,onomy-protocol,Multi-Chain Platform,,,10000000,1
UNIT0,units,Layer-2,,,10000000,1
CEL,celsius-degree-token,Lending Platform,,,10000000,6
RDAC,redacted-2,Web 3.0,,,10000000,1
WIZZ,wizzwoods,Gaming,,,10000000,1
MBD,mbd-financials,Metaverse,,,10000000,1
MAX,matr1x,Gaming,,,10000000,2
WPR,wepower,,,,10000000,3
MUST,must,NFT,,,10000000,1
BLT,bloom,Finance,,,10000000,2
SMILE,bitsmiley,DeFi,,,10000000,1
MEGA,megaeth,Layer-2,,,10000000,4
U2U,u2u-network,DePIN,,,10000000,2
NAS,nebulas,Blockchain,,,10000000,2
SKP,skyplay,DeFi,,,10000000,1
,argus-2,Gaming,,,10000000,1
,satori,DEX,,,10000000,1
,dcs-fintech-holdings,Finance,,,10000000,1
,blockfold,Infrastructure,,,10000000,1
,consensys,Web 3.0,,,10000000,3
,nonco,Finance,,,10000000,1
,avault,Social,,,10000000,1
,valkyrie,Finance,,,10000000,2
,yieldprotocol,Lending Platform,,,10000000,1
,cleartoken,Finance,,,10000000,1
,bored-slot,Gambling,,,10000000,1
,uplink,Infrastructure,,,10000000,1
,homium,Real Estate,,,10000000,1
,hqlax,Finance,,,10000000,2
,l3e7,Gaming,,,10000000,1
,kiosk,Social,,,10000000,1
,stripchain,Infrastructure,,,10000000,1
,vessel,DeFi,,,10000000,1
,bifinance,CEX,,,10000000,1
,myco,Media,,,10000000,1
,double-jump-tokyo,Gaming,,,10000000,3
,pin-ai,Artificial Intelligence (AI),,,10000000,1
,gradient-network,Infrastructure,,,10000000,1
YELLOW,yellow-network,Blockchain Service,,,10000000,1
,pip-world,Gaming,,,10000000,1
,azra-games,Gaming,,,10000000,3
,mento,DeFi,,,10000000,1
,unilive,Social,,,10000000,1
,vlayer,Infrastructure,,,10000000,1
,brighty,Blockchain Service,,,10000000,1
,earos,Metaverse,,,10000000,1
,interlace,Finance,,,10000000,1
,lava-2,DeFi,,,10000000,2
,kast,Finance,,,10000000,1
TRRUE,trrue-chain,Blockchain,,,10000000,1
,alloyx-2,Blockchain Service,,,10000000,1
,merit-systems,Infrastructure,,,10000000,1
,pod,Blockchain,,,10000000,1
,human-passport,Blockchain Service,,,10000000,1
,voltix,Infrastructure,,,10000000,1
,binance,CEX,,,10000000,1
,spacecomputer,Infrastructure,,,10000000,1
,hedra,Blockchain Service,,,10000000,2
,ubyx,Finance,,,10000000,1
,playtron,Gaming,,,10000000,1
,magne-ai,Infrastructure,,,10000000,1
,orangex,CEX,,,10000000,2
,straitsx,Finance,,,10000000,1
,hercle,CEX,,,10000000,2
,spatial-labs-ico,,,,10000000,1
FLD,fluid-ico,,,,10000000,1
,op3n-ico,,,,10000000,2
,avalon-ico,,,,10000000,2
,mighty-action-heroes-ico,,,,10000000,1
,fordefi-ico,Wallet,,,10000000,3
,worldwide-webb-ico,,,,10000000,1
,braavos-ico,,,,10000000,1
,sec3-ico,,,,10000000,1
,rarify-labs-ico,,,,10000000,1
,hydra-ventures-ico,,,,10000000,1
BEST,bitpanda-ecosystem-token,Elrond Ecosystem,,,10159800,5
HNS,handshake,Infrastructure,,,10200000,1
,jiritsu-network,Infrastructure,,,10200000,1
BIGTIME,big-time,Gaming,,,10300000,1
,sciencemagic-studios-ico,,,,10300000,1
LAYER,solayer,Liquid Staking Protocols,,,10500000,2
,manifold-labs,Blockchain Service,,,10500000,1
,digift-ico,,,,10500000,2
,layer2-financial,Finance,,,10700000,1
,be-water,Media,,,10800000,1
,sparkchain,Artificial Intelligence (AI),,,10800000,1
,gte,DEX,,,10942000,2
QNT,quant-network,Protocol,,,11000000,2
BLUR,blur,NFT,,,11000000,1
LAVA,lava-network,Infrastructure,,,11000000,2
KO,kyuzo-s-friends,Gaming,,,11000000,1
ASTO,altered-state-token,Metaverse,,,11000000,1
AMKT,alongside-crypto-market-index,Index,,,11000000,1
DNOW,duelnow,Web 3.0,,,11000000,1
MTC,metatime,Infrastructure,,,11000000,1
,blackbird,Social,,,11000000,3
,forge-2,Gaming,,,11000000,1
,neynar,Infrastructure,,,11000000,1
,delta,Infrastructure,,,11000000,1
,signalplus,Finance,,,11000000,1
,altius,Infrastructure,,,11000000,1
,optimum,Infrastructure,,,11000000,1
,prismax,Artificial Intelligence (AI),,,11000000,1
,kaio,Finance,,,11000000,1
,synthesys,DeFi,,,11000000,1
,tao-synergies,Finance,,,11000000,1
,buenbit,CEX,,,11000000,1
,highlight-ico,,,,11000000,1
,atmos-labs-ico,,,,11000000,1
,crypto-colo-center-ico,,,,11000000,1
ITGR,integral,,,,11070000,2
,gameplay-galaxy-ico,,,,11170000,2
XZK,mystiko-network,Blockchain Service,,,11250000,2
FSN,fsn,Finance,,,11250072,2
FLR,flare-network,Blockchain,,,11300000,2
MOB,mobilecoin,Privacy Coin,,,11400000,3
TKX,tokenize-xchange,CEX,,,11500000,1
SCRT,secret,Privacy Coin,,,11500000,1
,briya,Healthcare,,,11500000,1
,botanix-labs,Blockchain,,,11500000,1
,utila,Infrastructure,,,11500000,3
,block-street,DeFi,,,11500000,1
,fanable,NFT,,,11500000,1
,bitnomial,Finance,,,11600000,2
,easy-crypto,CEX,,,11750000,1
,blowfish-2,Blockchain Service,,,11800000,1
,inference,Blockchain Service,,,11800000,1
SHIB,shiba-inu,Meme,,,12000000,1
ENJ,enjincoin,Gaming,,,12000000,2
AUSD,agora-2,Stablecoin,,,12000000,2
EKUBO,ekubo,DeFi,,,12000000,1
 SONIC,sonic,Blockchain,,,12000000,2
RAD,radicle,Governance,,,12000000,2
LIVE,secondlive,Metaverse,,,12000000,1
MKR,maker,DeFi,,,12000000,3
ALIEN,alienswap,NFT,,,12000000,1
,blockworks,Media,,,12000000,1
,hyperplay,Gaming,,,12000000,1
,mahjong-meta,Gaming,,,12000000,1
,bitgo,Blockchain Service,,,12000000,4
Perennial,perennial,DeFi,,,12000000,1
,bladerite,Gaming,,,12000000,1
,fuseenergy,Blockchain Service,,,12000000,2
,aurum-2,DeFi,,,12000000,1
,bytenova,Artificial Intelligence (AI),,,12000000,1
ACM,ai-cross-matrix,Infrastructure,,,12000000,1
,tria,Infrastructure,,,12000000,1
,metalpha,Finance,,,12000000,1
,gonka,Infrastructure,,,12000000,1
,tally-labs-ico,,,,12000000,1
IX,intella-x-ico,,,,12000000,1
MET,metronome,Cryptocurrency,,,12100000,1
,fuze,Infrastructure,,,12200000,2
,entrepreneur-first-ico,,,,12400000,2
GNO,gnosis,Predictions,,,12500000,1
TRU,truefi,Lending Platform,,,12500000,2
,pi-squared,Infrastructure,,,12500000,1
,oshi-2,Social,,,12500000,1
,dakota,Finance,,,12500000,1
,ivix,Blockchain Service,,,12500000,3
POA,poa-network,,,,12640000,1
,securitize,Finance,,,12750000,5
ETM,en-tan-mo,,,,12800000,1
,stacked-ico,,,,12900000,1
ZTX,ztx,Social,,,13000000,1
XCHNG,chainge-finance,DEX,,,13000000,2
,madworld-2,Gaming,,,13000000,1
,myprize,Gambling,,,13000000,2
,chainalysis,Blockchain Service,,,13000000,8
,nuffle-labs,Infrastructure,,,13000000,1
,ballet-ico,,,,13000000,1
,xld-finance-ico,,,,13000000,1
,mintable-ico,,,,13000000,1
TROVE,arbitrove-protocol,Arbitrum Ecosystem,,,13148254,1
POWR,power-ledger,Energy,,,13240000,2
,smlxl,Blockchain Service,,,13400000,1
MGO,mango-network,Blockchain,,,13500000,1
,protect-ai,Artificial Intelligence (AI),,,13500000,2
,untangled-finance,DeFi,,,13500000,1
,dfns,Blockchain Service,,,13500000,2
,beamable,Infrastructure,,,13500000,1
,digitalx,Finance,,,13500000,1
,delphi-labs-ico,,,,13500000,1
,soba-ico,,,,13500000,1
