project_name,project_slug,fund_name,amount_usd,stage,date,category,market_cap,project_roi
1INCH,1inch,Pantera Capital,12000000,Series A,1606867200000,DEX,238040000.0,16.08
Api3,api3,Pantera Capital,3000000,Seed Round,1601510400000,Oracle,42270000.0,14.09
DODO,dodo,Pantera Capital,5000000,Private Sale,1598918400000,DeFi,14950000.0,1.00
Acala,acala,Pantera Capital,7300000,Series A,1596240000000,DeFi,13120000.0,0.60
Karura,karura,Pantera Capital,7300000,Series A,1596240000000,Kusama Ecosystem,1280000.0,0.08
Audius,audius,Pantera Capital,3100000,Strategic Round,1593561600000,NFT,45960000.0,3.55
PowerTrade Fuel,powertrade-fuel,Pantera Capital,,Seed Sale,1590969600000,Derivatives,,
Near,near,Pantera Capital,2003155,Venture Round 3,1577836800000,Blockchain,2150000000.0,14.01
Fluid,instadapp,Pantera Capital,2400000,Seed Round,1569888000000,DeFi,251530000.0,34.93
Vega Protocol,vega-protocol,Pantera Capital,5500000,Seed,1569888000000,Derivatives,,
Ampleforth,ampleforth,Pantera Capital,1750000,Private Sale,1543622400000,Algorithmic Stablecoins,35910000.0,20.52
Ankr,ankr,Pantera Capital,8250000,Private Sale 3,1530403200000,DePIN,74640000.0,9.05
Handshake,handshake,Pantera Capital,10200000,Private Sale,1530403200000,Infrastructure,2130000.0,0.05
Tari,tari,Pantera Capital,,Seed Round,1528588800000,Protocol,,
Amp,amp-token,Pantera Capital,14100000,Private Sale 1,1527811200000,Blockchain Service,176070000.0,6.24
Oasis,oasis-network,Pantera Capital,45000000,Backers,1526688000000,Blockchain,92900000.0,0.34
StarkNet,starknet,Pantera Capital,6000000,Seed Round,1525132800000,Blockchain,502230000.0,5.12
Codex Protocol,codex-protocol-ico,Pantera Capital,10000000,Private Sale,1517443200000,,,
Origin Protocol,origin-protocol,Pantera Capital,3000300,Seed Round,1509494400000,NFT,22810000.0,7.60
Gifto,gifto,Pantera Capital,20000000,Private Round,1504224000000,Media,,
FUNToken,funfair,Pantera Capital,26000000,Pre-Sale,1499299200000,Gaming,21640000.0,0.83
OMG Network,omisego,Pantera Capital,25000000,Initial Coin Offering,1498186800000,Blockchain,12830000.0,0.51
ShapeShift FOX,shapeshift-fox-token,Pantera Capital,10400000,Series A,1490745600000,DeFi,8230000.0,0.79
Zcash,zcash,Pantera Capital,1000000,Seed Round,1456790400000,Privacy Coin,6460000000.0,6460.00
Civic,civic,Pantera Capital,2750000,Venture Round,1451606400000,Software,49660000.0,18.06
Bitstamp,bitstamp,Pantera Capital,10000000,Funding Round,1395100800000,CEX,,
Etherealize,etherealize,Vitalik Buterin,,Funding Round,1737590400000,Social,,
Rarimo,rarimo,Vitalik Buterin,2500000,Funding Round,1732665600000,Layer-2,,
RISE Chain,rise-chain,Vitalik Buterin,3200000,Seed Round,1726444800000,Blockchain,,
MegaETH (Pre-Market),megaeth,Vitalik Buterin,20000000,Seed Round,1719446400000,Layer-2,,
Polymarket,polymarket,Vitalik Buterin,45000000,Series B,1715644800000,DeFi,,
Nocturne,nocturne,Vitalik Buterin,6000000,Seed Round,1698192000000,Blockchain Service,,
Kakarot zkEVM ,kakarot-zkevm,Vitalik Buterin,,Pre-seed,1685664000000,Layer-2,,
Aztec,aztec,Vitalik Buterin,17000000,Series A,1638316800000,Blockchain,,
StarkNet,starknet,Vitalik Buterin,6000000,Seed Round,1525132800000,Blockchain,502230000.0,5.12
TenX,tenx,Vitalik Buterin,1000000,Seed Round,1488326400000,Finance,,
